# Data 1

list(n = 619)

# Data 2

air_temperature[]   cloud[]   gsr[]   hum[]   sap[]   rain[]   snow[]   feb[]   mar[]   apr[]   may[]   jun[]   jul[]   aug[]   sep[]   oct[]   nov[]   dec[]   hom_1[]   hom_2[]   hom_3[]
19.0  5.4  11.3  62.0  0.6276315789474438  194.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
11.6  5.7  8.3  50.0  0.6276315789474438  27.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
7.2  5.9  6.6  57.0  4.827631578947489  94.5  3.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
5.5  4.0  9.6  46.0  0.42763157894739834  101.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.4  5.8  10.6  52.0  3.2276315789474666  53.5  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.7  5.4  14.8  49.0  1.9276315789473983  159.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.1  7.4  14.6  61.0  0.42763157894739834  121.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.8  8.0  15.4  65.0  1.9276315789473983  172.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.2  8.8  14.1  69.0  -5.472368421052579  85.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
22.8  9.7  10.2  75.0  -4.2723684210525334  187.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
26.0  8.3  13.4  73.0  -3.5723684210526017  370.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
24.2  7.3  13.6  66.0  -0.6723684210525107  150.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.8  7.2  10.9  59.0  2.2276315789474666  171.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
14.4  7.5  6.3  67.0  6.527631578947421  229.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.2  4.0  8.3  50.0  0.22763157894746655  53.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
8.5  4.0  13.1  45.0  0.027631578947421076  20.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.8  6.4  13.2  53.0  2.7276315789474666  129.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
16.4  5.4  18.6  51.0  -2.872368421052556  69.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.6  8.3  15.2  67.0  -1.8723684210525562  149.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.7  7.5  17.1  66.0  -2.972368421052579  112.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
28.5  6.3  20.7  62.0  -5.172368421052511  23.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.2  8.0  16.3  65.0  -3.372368421052556  79.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
25.1  7.4  12.8  68.0  1.8276315789474893  195.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.5  7.1  8.4  69.0  3.4276315789473983  780.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
15.6  5.6  8.7  60.0  5.027631578947421  108.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.9  5.3  7.9  49.0  4.327631578947489  79.5  3.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.1  4.2  9.5  47.0  -1.472368421052579  77.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.2  6.3  10.5  45.0  1.3276315789474893  48.0  1.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.0  6.0  13.0  49.0  -0.3723684210525562  71.0  2.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.1  5.4  17.4  54.0  0.027631578947421076  81.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
17.7  7.2  17.8  58.0  -3.0723684210526017  180.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.2  8.9  14.8  70.0  -6.172368421052511  170.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
25.6  8.9  13.6  71.0  -6.872368421052556  247.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.1  7.6  15.8  68.0  -4.472368421052579  189.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
24.7  7.1  12.8  67.0  1.7276315789474666  177.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
13.3  4.7  10.2  52.0  2.4276315789473983  34.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
6.4  3.0  9.6  39.0  -2.0723684210526017  3.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
5.1  4.9  8.6  44.0  3.3276315789474893  67.0  10.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
6.7  6.5  9.5  53.0  5.027631578947421  113.0  2.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
9.8  5.9  14.4  48.0  -2.872368421052556  79.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
13.6  7.1  14.3  57.0  -3.6723684210525107  123.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
19.0  7.9  14.6  65.0  0.027631578947421076  99.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
22.5  9.1  12.3  71.0  -4.372368421052556  138.5  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
25.6  9.4  10.6  74.0  -6.072368421052602  165.0  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
27.5  7.5  15.0  69.0  -4.172368421052511  126.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
23.5  7.8  11.0  68.0  -1.0723684210526017  175.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.5  7.1  10.6  66.0  2.127631578947444  318.0  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
14.4  6.1  8.6  59.0  2.127631578947444  135.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
9.5  5.9  7.2  52.0  5.327631578947489  200.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
7.6  5.4  9.1  45.0  5.2276315789474666  42.0  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
8.6  4.1  12.3  45.0  1.8276315789474893  57.0  0.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
10.8  5.4  14.9  44.0  0.3276315789474893  77.0  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
13.7  7.8  15.2  59.0  0.027631578947421076  134.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
19.8  6.4  19.6  58.0  -6.472368421052579  115.5  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
23.2  7.7  18.3  66.0  -4.172368421052511  80.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
24.4  8.8  11.1  74.0  -8.272368421052533  253.0  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
29.0  6.4  18.2  66.0  -2.5723684210526017  9.5  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
25.2  8.0  11.8  71.0  -1.0723684210526017  319.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.0  7.3  9.8  63.0  3.2276315789474666  135.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
9.0  5.0  8.1  54.0  1.3276315789474893  72.0  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
5.9  5.4  8.7  45.0  3.527631578947421  17.5  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
10.7  5.7  14.2  52.0  1.1276315789474438  119.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
14.7  7.2  15.0  59.0  -0.27236842105253345  240.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
18.5  8.5  14.9  65.0  -2.0723684210526017  255.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
21.3  8.8  13.5  72.0  -3.6723684210525107  225.5  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
27.0  8.6  17.7  71.0  -4.7723684210525334  48.0  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
24.4  7.9  12.2  69.0  -1.8723684210525562  158.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.4  7.1  10.6  66.0  3.527631578947421  204.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
13.1  6.2  8.3  56.0  2.627631578947444  74.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
9.8  4.0  8.6  53.0  3.127631578947444  70.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
6.8  5.5  8.9  48.0  2.9276315789473983  142.0  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
7.8  6.6  10.2  50.0  0.8276315789474893  46.5  0.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
10.0  6.4  13.4  48.0  1.527631578947421  98.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
15.7  5.5  18.7  54.0  -1.1723684210525107  162.5  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
20.1  8.1  15.6  64.0  -2.5723684210526017  242.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
22.5  9.0  13.6  72.0  -6.572368421052602  226.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
26.3  9.0  14.1  72.0  -6.572368421052602  78.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
26.6  8.2  14.9  69.0  -4.372368421052556  242.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
23.0  7.6  13.0  64.0  -0.8723684210525562  53.0  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.0  6.4  10.5  64.0  0.42763157894739834  276.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
13.5  6.8  7.8  63.0  5.027631578947421  151.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
9.0  4.6  8.4  51.0  0.42763157894739834  82.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
7.0  3.8  10.6  41.0  0.3276315789474893  9.0  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
6.5  6.9  9.1  60.0  2.7276315789474666  115.0  2.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
9.1  7.0  12.4  61.0  2.8276315789474893  143.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
12.4  8.2  14.1  62.0  3.7276315789474666  214.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
19.0  7.4  18.2  60.0  -2.5723684210526017  114.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
23.6  7.9  18.0  67.0  -2.7723684210525334  108.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
28.0  7.7  17.3  70.0  -3.972368421052579  70.0  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
29.6  6.7  18.5  67.0  -0.1723684210525107  27.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
25.1  7.6  13.5  68.0  -1.5723684210526017  428.0  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
18.9  8.6  8.7  68.0  2.8276315789474893  211.0  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
13.5  5.8  9.6  56.0  2.4276315789473983  94.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
9.9  4.5  9.0  50.0  -4.7723684210525334  145.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
5.1  3.2  11.5  36.0  -0.7723684210525334  3.5  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
7.0  5.7  10.9  52.0  3.7276315789474666  151.0  2.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
8.1  5.3  16.0  47.0  0.6276315789474438  74.0  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
14.5  5.7  18.6  50.0  -0.9723684210525789  96.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
18.5  8.0  15.4  63.0  -2.372368421052556  213.5  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
22.8  9.0  14.2  71.0  -4.572368421052602  116.5  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
27.3  7.0  18.2  67.0  -5.372368421052556  54.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
27.5  7.6  15.8  71.0  -3.472368421052579  244.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
25.1  7.1  14.6  68.0  -2.1723684210525107  235.0  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.5  7.4  11.3  61.0  3.7276315789474666  119.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
14.9  6.7  9.1  58.0  5.527631578947421  112.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
7.5  4.5  8.5  48.0  3.4276315789473983  59.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
4.8  5.0  9.6  43.0  2.7276315789474666  50.0  4.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
5.4  6.4  11.0  49.0  1.7276315789474666  94.0  2.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
8.8  6.4  12.5  59.0  0.5276315789474211  144.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
14.5  6.9  16.2  63.0  0.9276315789473983  118.5  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
19.6  7.5  18.5  65.0  -3.972368421052579  231.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
21.4  8.9  16.1  73.0  -4.2723684210525334  185.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
29.1  6.3  19.8  69.0  -1.6723684210525107  25.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
26.2  8.1  14.5  73.0  -0.07236842105260166  214.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.4  6.8  12.0  65.0  1.1276315789474438  154.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
12.7  5.8  9.1  58.0  -0.27236842105253345  154.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
7.3  4.7  8.2  52.0  1.1276315789474438  69.0  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
5.5  3.9  10.7  47.0  2.7276315789474666  70.0  8.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
6.2  5.6  12.1  48.0  3.027631578947421  30.0  0.0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
15.2  5.9  17.7  55.0  -3.972368421052579  283.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
19.8  6.0  21.3  61.0  -1.8723684210525562  56.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
22.9  8.7  15.9  74.0  -4.572368421052602  159.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
27.3  8.7  17.8  73.0  -5.672368421052511  115.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
29.2  6.9  18.2  70.0  -6.972368421052579  99.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
19.8  7.9  9.4  72.0  3.127631578947444  440.0  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
13.5  4.7  9.7  55.0  1.2276315789474666  26.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
8.3  4.3  8.6  52.0  -0.7723684210525334  59.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
6.3  4.5  10.2  45.0  3.527631578947421  24.5  0.0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
10.4  5.6  14.7  52.0  0.42763157894739834  113.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
15.0  5.7  18.6  56.0  1.8276315789474893  155.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
20.3  6.7  20.5  62.0  -3.472368421052579  135.5  0.0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
23.4  8.4  15.7  75.0  -6.972368421052579  311.0  0.0  0  0  0  0  1  0  0  0  0  0  0  0  1  0
26.8  7.6  17.8  74.0  -5.372368421052556  105.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
27.7  7.5  16.2  74.0  -4.172368421052511  105.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
23.2  7.8  13.5  68.0  -1.472368421052579  155.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
19.1  7.4  10.4  67.0  3.4276315789473983  384.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
14.2  6.2  8.3  63.0  3.527631578947421  98.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  1  0
5.8  4.4  9.2  52.0  2.2276315789474666  92.5  3.0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
5.7  5.4  11.3  59.0  2.4276315789473983  62.0  0.0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
10.3  5.9  14.5  57.0  3.8276315789474893  94.0  0.0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
14.5  7.9  14.2  71.0  4.027631578947421  129.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
21.1  6.9  20.8  62.0  -2.972368421052579  88.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  0  1
22.1  8.9  16.0  75.0  -4.2723684210525334  195.5  0.0  0  0  0  0  1  0  0  0  0  0  0  0  0  1
26.2  7.5  16.2  80.0  -3.372368421052556  234.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  0  1
26.7  7.7  14.0  78.0  -3.2723684210525334  103.5  0.0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
22.6  8.3  11.4  79.0  -0.27236842105253345  503.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
18.4  6.2  12.3  66.0  2.7276315789474666  57.0  0.0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
13.9  7.1  7.9  74.0  8.427631578947398  139.5  0.0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
9.3  5.7  8.2  57.0  6.427631578947398  82.5  0.0  0  0  0  0  0  0  0  0  0  0  1  0  0  1
6.1  4.4  9.9  55.0  3.3276315789474893  85.0  6.0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
7.2  5.8  11.4  56.0  5.927631578947398  57.0  0.0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
10.1  7.0  13.5  61.0  6.127631578947444  103.0  0.0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
15.4  8.2  14.9  67.0  0.8276315789474893  120.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
20.2  7.3  19.3  66.0  0.6276315789474438  137.5  0.0  0  0  0  1  0  0  0  0  0  0  0  0  0  1
25.4  8.2  15.3  80.0  -2.5723684210526017  81.5  0.0  0  0  0  0  0  1  0  0  0  0  0  0  0  1
27.1  7.8  15.8  78.0  -7.572368421052602  414.0  0.0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
24.4  8.9  10.0  86.0  0.8276315789474893  287.0  0.0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
18.7  7.9  9.6  72.0  4.927631578947398  96.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
11.4  6.7  8.2  71.0  6.327631578947489  139.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
8.9  4.9  9.1  59.0  5.2276315789474666  84.0  0.0  0  0  0  0  0  0  0  0  0  0  1  0  0  1
5.8  3.3  10.8  53.0  2.4276315789473983  26.0  0.0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
6.9  4.7  13.2  49.0  1.3276315789474893  15.5  0.0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
8.5  6.6  14.3  60.0  1.6276315789474438  85.5  0.0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
14.7  6.9  17.7  66.0  0.027631578947421076  122.0  0.0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
20.0  7.3  19.4  72.0  -0.3723684210525562  49.0  0.0  0  0  0  1  0  0  0  0  0  0  0  0  0  1
22.0  8.4  17.4  73.0  -4.2723684210525334  106.5  0.0  0  0  0  0  1  0  0  0  0  0  0  0  0  1
26.4  9.2  12.0  83.0  -4.972368421052579  141.5  0.0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
22.8  8.4  12.4  79.0  -1.0723684210526017  209.5  0.0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
16.8  8.1  8.2  82.0  5.7276315789474666  531.5  0.0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
11.9  6.1  9.6  67.0  4.7276315789474666  47.0  0.0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
6.6  3.9  9.6  56.0  3.4276315789473983  15.0  0.0  0  0  0  0  0  0  0  0  0  0  1  0  0  1
END

# Initial values. Initialize other values using "gen inits".

list(inv.sigma2 = 1)
